Time (sec),S:Load (lbs),S:Position (in),Ch:Position (in),Ch:Load (lbs),Ch:Stress (PSI),Ch:Strain (in),Set Point (),Cycles (),Ch:Strain_Orig ()
1840.210083,1391.636475,0.766613,0.766613,1391.636475,NaN,NaN,0.766632,0.000000,0.766613
1840.220093,1391.498169,0.766617,0.766617,1391.498169,NaN,NaN,0.766636,0.000000,0.766617
1840.230103,1391.513550,0.766621,0.766621,1391.513550,NaN,NaN,0.766640,0.000000,0.766621
1840.240112,1391.974854,0.766624,0.766624,1391.974854,NaN,NaN,0.766644,0.000000,0.766624
1840.250122,1392.036377,0.766628,0.766628,1392.036377,NaN,NaN,0.766651,0.000000,0.766628
1840.260132,1392.174805,0.766632,0.766632,1392.174805,NaN,NaN,0.766651,0.000000,0.766632
1840.270142,1392.220947,0.766636,0.766636,1392.220947,NaN,NaN,0.766659,0.000000,0.766636
1840.280029,1391.651855,0.766640,0.766640,1391.651855,NaN,NaN,0.766663,0.000000,0.766640
1840.290039,1392.297729,0.766644,0.766644,1392.297729,NaN,NaN,0.766666,0.000000,0.766644
1840.300049,1391.821045,0.766647,0.766647,1391.821045,NaN,NaN,0.766670,0.000000,0.766647
1840.310059,1391.744141,0.766651,0.766651,1391.744141,NaN,NaN,0.766674,0.000000,0.766651
1840.320068,1392.128662,0.766659,0.766659,1392.128662,NaN,NaN,0.766682,0.000000,0.766659
1840.330078,1391.928711,0.766659,0.766659,1391.928711,NaN,NaN,0.766685,0.000000,0.766659
1840.340088,1392.789917,0.766666,0.766666,1392.789917,NaN,NaN,0.766689,0.000000,0.766666
1840.350098,1392.836060,0.766670,0.766670,1392.836060,NaN,NaN,0.766693,0.000000,0.766670
1840.360107,1391.928711,0.766674,0.766674,1391.928711,NaN,NaN,0.766697,0.000000,0.766674
1840.370117,1392.251587,0.766682,0.766682,1392.251587,NaN,NaN,0.766701,0.000000,0.766682
1840.380127,1392.789917,0.766685,0.766685,1392.789917,NaN,NaN,0.766705,0.000000,0.766685
1840.390137,1391.790283,0.766689,0.766689,1391.790283,NaN,NaN,0.766708,0.000000,0.766689
1840.400146,1392.190186,0.766693,0.766693,1392.190186,NaN,NaN,0.766712,0.000000,0.766693
1840.410034,1391.682617,0.766697,0.766697,1391.682617,NaN,NaN,0.766716,0.000000,0.766697
1840.420044,1391.651855,0.766701,0.766701,1391.651855,NaN,NaN,0.766724,0.000000,0.766701
1840.430054,1391.574951,0.766705,0.766705,1391.574951,NaN,NaN,0.766724,0.000000,0.766705
1840.440063,1391.867187,0.766708,0.766708,1391.867187,NaN,NaN,0.766731,0.000000,0.766708
1840.450073,1392.051758,0.766712,0.766712,1392.051758,NaN,NaN,0.766735,0.000000,0.766712
1840.460083,1392.113281,0.766716,0.766716,1392.113281,NaN,NaN,0.766739,0.000000,0.766716
1840.470093,1391.098267,0.766720,0.766720,1391.098267,NaN,NaN,0.766743,0.000000,0.766720
1840.480103,1391.252075,0.766724,0.766724,1391.252075,NaN,NaN,0.766747,0.000000,0.766724
1840.490112,1391.882568,0.766731,0.766731,1391.882568,NaN,NaN,0.766750,0.000000,0.766731
1840.500122,1392.067139,0.766731,0.766731,1392.067139,NaN,NaN,0.766754,0.000000,0.766731
1840.510132,1391.713379,0.766739,0.766739,1391.713379,NaN,NaN,0.766758,0.000000,0.766739
1840.520142,1392.159424,0.766743,0.766743,1392.159424,NaN,NaN,0.766762,0.000000,0.766743
1840.530029,1392.313110,0.766747,0.766747,1392.313110,NaN,NaN,0.766766,0.000000,0.766747
1840.540039,1392.020996,0.766750,0.766750,1392.020996,NaN,NaN,0.766769,0.000000,0.766750
1840.550049,1391.867187,0.766754,0.766754,1391.867187,NaN,NaN,0.766773,0.000000,0.766754
1840.560059,1391.913330,0.766758,0.766758,1391.913330,NaN,NaN,0.766777,0.000000,0.766758
1840.570068,1391.836426,0.766762,0.766762,1391.836426,NaN,NaN,0.766781,0.000000,0.766762
1840.580078,1392.005615,0.766766,0.766766,1392.005615,NaN,NaN,0.766785,0.000000,0.766766
1840.590088,1391.621094,0.766769,0.766769,1391.621094,NaN,NaN,0.766792,0.000000,0.766769
1840.600098,1391.390503,0.766773,0.766773,1391.390503,NaN,NaN,0.766792,0.000000,0.766773
1840.610107,1392.005615,0.766777,0.766777,1392.005615,NaN,NaN,0.766804,0.000000,0.766777
1840.620117,1392.097900,0.766781,0.766781,1392.097900,NaN,NaN,0.766808,0.000000,0.766781
1840.630127,1392.067139,0.766785,0.766785,1392.067139,NaN,NaN,0.766811,0.000000,0.766785
1840.640137,1392.082520,0.766788,0.766788,1392.082520,NaN,NaN,0.766815,0.000000,0.766788
1840.650146,1392.220947,0.766792,0.766792,1392.220947,NaN,NaN,0.766819,0.000000,0.766792
1840.660034,1391.713379,0.766804,0.766804,1391.713379,NaN,NaN,0.766823,0.000000,0.766804
1840.670044,1391.544312,0.766804,0.766804,1391.544312,NaN,NaN,0.766827,0.000000,0.766804
1840.680054,1392.313110,0.766811,0.766811,1392.313110,NaN,NaN,0.766830,0.000000,0.766811
1840.690063,1392.436157,0.766815,0.766815,1392.436157,NaN,NaN,0.766834,0.000000,0.766815
1840.700073,1392.266968,0.766819,0.766819,1392.266968,NaN,NaN,0.766838,0.000000,0.766819
1840.710083,1392.128662,0.766823,0.766823,1392.128662,NaN,NaN,0.766842,0.000000,0.766823
1840.720093,1391.821045,0.766827,0.766827,1391.821045,NaN,NaN,0.766846,0.000000,0.766827
1840.730103,1392.513062,0.766830,0.766830,1392.513062,NaN,NaN,0.766850,0.000000,0.766830
1840.740112,1392.528442,0.766834,0.766834,1392.528442,NaN,NaN,0.766853,0.000000,0.766834
1840.750122,1392.666870,0.766838,0.766838,1392.666870,NaN,NaN,0.766857,0.000000,0.766838
1840.760132,1392.082520,0.766842,0.766842,1392.082520,NaN,NaN,0.766865,0.000000,0.766842
1840.770142,1391.790283,0.766846,0.766846,1391.790283,NaN,NaN,0.766865,0.000000,0.766846
1840.780029,1391.667236,0.766850,0.766850,1391.667236,NaN,NaN,0.766872,0.000000,0.766850
1840.790039,1392.420776,0.766853,0.766853,1392.420776,NaN,NaN,0.766876,0.000000,0.766853
1840.800049,1392.359253,0.766857,0.766857,1392.359253,NaN,NaN,0.766880,0.000000,0.766857
1840.810059,1391.759521,0.766861,0.766861,1391.759521,NaN,NaN,0.766884,0.000000,0.766861
1840.820068,1392.067139,0.766865,0.766865,1392.067139,NaN,NaN,0.766888,0.000000,0.766865
1840.830078,1392.082520,0.766872,0.766872,1392.082520,NaN,NaN,0.766891,0.000000,0.766872
1840.840088,1391.805664,0.766872,0.766872,1391.805664,NaN,NaN,0.766895,0.000000,0.766872
1840.850098,1392.067139,0.766880,0.766880,1392.067139,NaN,NaN,0.766899,0.000000,0.766880
1840.860107,1391.697998,0.766884,0.766884,1391.697998,NaN,NaN,0.766903,0.000000,0.766884
1840.870117,1392.205566,0.766888,0.766888,1392.205566,NaN,NaN,0.766907,0.000000,0.766888
1840.880127,1392.436157,0.766891,0.766891,1392.436157,NaN,NaN,0.766911,0.000000,0.766891
1840.890137,1392.466919,0.766895,0.766895,1392.466919,NaN,NaN,0.766914,0.000000,0.766895
1840.900146,1392.743774,0.766899,0.766899,1392.743774,NaN,NaN,0.766918,0.000000,0.766899
1840.910034,1392.190186,0.766903,0.766903,1392.190186,NaN,NaN,0.766926,0.000000,0.766903
1840.920044,1392.190186,0.766907,0.766907,1392.190186,NaN,NaN,0.766930,0.000000,0.766907
1840.930054,1392.128662,0.766911,0.766911,1392.128662,NaN,NaN,0.766933,0.000000,0.766911
1840.940063,1392.220947,0.766914,0.766914,1392.220947,NaN,NaN,0.766937,0.000000,0.766914
1840.950073,1392.574585,0.766918,0.766918,1392.574585,NaN,NaN,0.766945,0.000000,0.766918
1840.960083,1392.528442,0.766926,0.766926,1392.528442,NaN,NaN,0.766949,0.000000,0.766926
1840.970093,1392.128662,0.766930,0.766930,1392.128662,NaN,NaN,0.766953,0.000000,0.766930
1840.980103,1391.913330,0.766933,0.766933,1391.913330,NaN,NaN,0.766956,0.000000,0.766933
1840.990112,1392.159424,0.766937,0.766937,1392.159424,NaN,NaN,0.766960,0.000000,0.766937
1841.000122,1392.205566,0.766945,0.766945,1392.205566,NaN,NaN,0.766964,0.000000,0.766945
1841.010132,1391.944092,0.766945,0.766945,1391.944092,NaN,NaN,0.766968,0.000000,0.766945
1841.020142,1391.759521,0.766953,0.766953,1391.759521,NaN,NaN,0.766972,0.000000,0.766953
1841.030029,1392.036377,0.766956,0.766956,1392.036377,NaN,NaN,0.766975,0.000000,0.766956
1841.040039,1392.513062,0.766960,0.766960,1392.513062,NaN,NaN,0.766979,0.000000,0.766960
1841.050049,1391.913330,0.766964,0.766964,1391.913330,NaN,NaN,0.766983,0.000000,0.766964
1841.060059,1392.082520,0.766968,0.766968,1392.082520,NaN,NaN,0.766987,0.000000,0.766968
1841.070068,1392.482300,0.766972,0.766972,1392.482300,NaN,NaN,0.766991,0.000000,0.766972
1841.080078,1392.205566,0.766975,0.766975,1392.205566,NaN,NaN,0.766994,0.000000,0.766975
1841.090088,1392.451538,0.766979,0.766979,1392.451538,NaN,NaN,0.766998,0.000000,0.766979
1841.100098,1392.297729,0.766983,0.766983,1392.297729,NaN,NaN,0.767002,0.000000,0.766983
1841.110107,1392.497681,0.766987,0.766987,1392.497681,NaN,NaN,0.767006,0.000000,0.766987
1841.120117,1392.313110,0.766991,0.766991,1392.313110,NaN,NaN,0.767014,0.000000,0.766991
1841.130127,1392.789917,0.766994,0.766994,1392.789917,NaN,NaN,0.767017,0.000000,0.766994
1841.140137,1393.082031,0.766998,0.766998,1393.082031,NaN,NaN,0.767021,0.000000,0.766998
1841.150146,1392.420776,0.767002,0.767002,1392.420776,NaN,NaN,0.767025,0.000000,0.767002
1841.160034,1393.005127,0.767006,0.767006,1393.005127,NaN,NaN,0.767029,0.000000,0.767006
1841.170044,1392.451538,0.767010,0.767010,1392.451538,NaN,NaN,0.767033,0.000000,0.767010
1841.180054,1392.159424,0.767014,0.767014,1392.159424,NaN,NaN,0.767036,0.000000,0.767014
1841.190063,1392.359253,0.767021,0.767021,1392.359253,NaN,NaN,0.767040,0.000000,0.767021
1841.200073,1392.236206,0.767025,0.767025,1392.236206,NaN,NaN,0.767044,0.000000,0.767025
1841.210083,1392.589966,0.767029,0.767029,1392.589966,NaN,NaN,0.767052,0.000000,0.767029
1841.220093,1392.697632,0.767033,0.767033,1392.697632,NaN,NaN,0.767056,0.000000,0.767033
1841.230103,1392.897461,0.767036,0.767036,1392.897461,NaN,NaN,0.767059,0.000000,0.767036
1841.240112,1393.220459,0.767040,0.767040,1393.220459,NaN,NaN,0.767063,0.000000,0.767040
1841.250122,1392.451538,0.767044,0.767044,1392.451538,NaN,NaN,0.767067,0.000000,0.767044
1841.260132,1392.697632,0.767052,0.767052,1392.697632,NaN,NaN,0.767071,0.000000,0.767052
1841.270142,1392.297729,0.767056,0.767056,1392.297729,NaN,NaN,0.767075,0.000000,0.767056
1841.280029,1392.620728,0.767059,0.767059,1392.620728,NaN,NaN,0.767078,0.000000,0.767059
1841.290039,1392.805298,0.767063,0.767063,1392.805298,NaN,NaN,0.767086,0.000000,0.767063
1841.300049,1392.728394,0.767067,0.767067,1392.728394,NaN,NaN,0.767090,0.000000,0.767067
1841.310059,1392.805298,0.767071,0.767071,1392.805298,NaN,NaN,0.767094,0.000000,0.767071
1841.320068,1393.189697,0.767075,0.767075,1393.189697,NaN,NaN,0.767097,0.000000,0.767075
1841.330078,1392.528442,0.767078,0.767078,1392.528442,NaN,NaN,0.767101,0.000000,0.767078
1841.340088,1392.682251,0.767082,0.767082,1392.682251,NaN,NaN,0.767105,0.000000,0.767082
1841.350098,1392.297729,0.767086,0.767086,1392.297729,NaN,NaN,0.767109,0.000000,0.767086
1841.360107,1392.420776,0.767094,0.767094,1392.420776,NaN,NaN,0.767113,0.000000,0.767094
1841.370117,1392.851440,0.767097,0.767097,1392.851440,NaN,NaN,0.767117,0.000000,0.767097
1841.380127,1392.682251,0.767101,0.767101,1392.682251,NaN,NaN,0.767120,0.000000,0.767101
1841.390137,1393.020508,0.767105,0.767105,1393.020508,NaN,NaN,0.767124,0.000000,0.767105
1841.400146,1393.189697,0.767109,0.767109,1393.189697,NaN,NaN,0.767128,0.000000,0.767109
1841.410034,1393.297363,0.767113,0.767113,1393.297363,NaN,NaN,0.767132,0.000000,0.767113
1841.420044,1393.358887,0.767117,0.767117,1393.358887,NaN,NaN,0.767136,0.000000,0.767117
1841.430054,1393.082031,0.767120,0.767120,1393.082031,NaN,NaN,0.767139,0.000000,0.767120
1841.440063,1392.605347,0.767124,0.767124,1392.605347,NaN,NaN,0.767143,0.000000,0.767124
1841.450073,1392.851440,0.767128,0.767128,1392.851440,NaN,NaN,0.767147,0.000000,0.767128
1841.460083,1393.005127,0.767132,0.767132,1393.005127,NaN,NaN,0.767155,0.000000,0.767132
1841.470093,1393.266602,0.767136,0.767136,1393.266602,NaN,NaN,0.767159,0.000000,0.767136
1841.480103,1392.574585,0.767139,0.767139,1392.574585,NaN,NaN,0.767162,0.000000,0.767139
1841.490112,1392.928223,0.767143,0.767143,1392.928223,NaN,NaN,0.767166,0.000000,0.767143
1841.500122,1392.958984,0.767147,0.767147,1392.958984,NaN,NaN,0.767174,0.000000,0.767147
1841.510132,1392.682251,0.767155,0.767155,1392.682251,NaN,NaN,0.767178,0.000000,0.767155
1841.520142,1392.743774,0.767155,0.767155,1392.743774,NaN,NaN,0.767181,0.000000,0.767155
1841.530029,1392.466919,0.767162,0.767162,1392.466919,NaN,NaN,0.767185,0.000000,0.767162
1841.540039,1392.866821,0.767166,0.767166,1392.866821,NaN,NaN,0.767189,0.000000,0.767166
1841.550049,1393.005127,0.767174,0.767174,1393.005127,NaN,NaN,0.767193,0.000000,0.767174
1841.560059,1393.066650,0.767178,0.767178,1393.066650,NaN,NaN,0.767197,0.000000,0.767178
1841.570068,1393.128174,0.767181,0.767181,1393.128174,NaN,NaN,0.767200,0.000000,0.767181
1841.580078,1392.897461,0.767185,0.767185,1392.897461,NaN,NaN,0.767204,0.000000,0.767185
1841.590088,1392.743774,0.767189,0.767189,1392.743774,NaN,NaN,0.767208,0.000000,0.767189
1841.600098,1392.912842,0.767193,0.767193,1392.912842,NaN,NaN,0.767212,0.000000,0.767193
1841.610107,1392.866821,0.767197,0.767197,1392.866821,NaN,NaN,0.767216,0.000000,0.767197
1841.620117,1392.574585,0.767200,0.767200,1392.574585,NaN,NaN,0.767220,0.000000,0.767200
1841.630127,1392.574585,0.767204,0.767204,1392.574585,NaN,NaN,0.767227,0.000000,0.767204
1841.640137,1392.912842,0.767208,0.767208,1392.912842,NaN,NaN,0.767231,0.000000,0.767208
1841.650146,1393.112793,0.767212,0.767212,1393.112793,NaN,NaN,0.767235,0.000000,0.767212
1841.660034,1393.389648,0.767216,0.767216,1393.389648,NaN,NaN,0.767239,0.000000,0.767216
1841.670044,1393.466553,0.767220,0.767220,1393.466553,NaN,NaN,0.767242,0.000000,0.767220
1841.680054,1393.343506,0.767223,0.767223,1393.343506,NaN,NaN,0.767246,0.000000,0.767223
1841.690063,1393.712524,0.767227,0.767227,1393.712524,NaN,NaN,0.767250,0.000000,0.767227
1841.700073,1392.805298,0.767235,0.767235,1392.805298,NaN,NaN,0.767254,0.000000,0.767235
1841.710083,1392.666870,0.767239,0.767239,1392.666870,NaN,NaN,0.767258,0.000000,0.767239
1841.720093,1392.928223,0.767242,0.767242,1392.928223,NaN,NaN,0.767262,0.000000,0.767242
1841.730103,1393.451172,0.767246,0.767246,1393.451172,NaN,NaN,0.767265,0.000000,0.767246
1841.740112,1393.405029,0.767250,0.767250,1393.405029,NaN,NaN,0.767269,0.000000,0.767250
1841.750122,1393.220459,0.767254,0.767254,1393.220459,NaN,NaN,0.767273,0.000000,0.767254
1841.760132,1393.205078,0.767258,0.767258,1393.205078,NaN,NaN,0.767277,0.000000,0.767258
1841.770142,1393.312744,0.767262,0.767262,1393.312744,NaN,NaN,0.767281,0.000000,0.767262
1841.780029,1392.543823,0.767265,0.767265,1392.543823,NaN,NaN,0.767284,0.000000,0.767265
1841.790039,1393.174316,0.767269,0.767269,1393.174316,NaN,NaN,0.767288,0.000000,0.767269
1841.800049,1393.005127,0.767273,0.767273,1393.005127,NaN,NaN,0.767300,0.000000,0.767273
1841.810059,1393.328125,0.767277,0.767277,1393.328125,NaN,NaN,0.767303,0.000000,0.767277
1841.820068,1393.558716,0.767281,0.767281,1393.558716,NaN,NaN,0.767307,0.000000,0.767281
1841.830078,1393.205078,0.767284,0.767284,1393.205078,NaN,NaN,0.767311,0.000000,0.767284
1841.840088,1393.281982,0.767288,0.767288,1393.281982,NaN,NaN,0.767315,0.000000,0.767288
1841.850098,1393.543457,0.767296,0.767296,1393.543457,NaN,NaN,0.767319,0.000000,0.767296
1841.860107,1393.343506,0.767300,0.767300,1393.343506,NaN,NaN,0.767323,0.000000,0.767300
1841.870117,1393.297363,0.767307,0.767307,1393.297363,NaN,NaN,0.767326,0.000000,0.767307
1841.880127,1393.405029,0.767311,0.767311,1393.405029,NaN,NaN,0.767330,0.000000,0.767311
1841.890137,1393.574097,0.767315,0.767315,1393.574097,NaN,NaN,0.767334,0.000000,0.767315
1841.900146,1392.789917,0.767319,0.767319,1392.789917,NaN,NaN,0.767338,0.000000,0.767319
1841.910034,1392.820679,0.767323,0.767323,1392.820679,NaN,NaN,0.767342,0.000000,0.767323
1841.920044,1393.235840,0.767326,0.767326,1393.235840,NaN,NaN,0.767345,0.000000,0.767326
1841.930054,1392.851440,0.767330,0.767330,1392.851440,NaN,NaN,0.767349,0.000000,0.767330
1841.940063,1393.235840,0.767334,0.767334,1393.235840,NaN,NaN,0.767353,0.000000,0.767334
1841.950073,1393.051270,0.767338,0.767338,1393.051270,NaN,NaN,0.767357,0.000000,0.767338
1841.960083,1392.620728,0.767342,0.767342,1392.620728,NaN,NaN,0.767361,0.000000,0.767342
1841.970093,1393.251221,0.767345,0.767345,1393.251221,NaN,NaN,0.767368,0.000000,0.767345
1841.980103,1393.220459,0.767349,0.767349,1393.220459,NaN,NaN,0.767372,0.000000,0.767349
1841.990112,1393.235840,0.767353,0.767353,1393.235840,NaN,NaN,0.767376,0.000000,0.767353
1842.000122,1392.989746,0.767357,0.767357,1392.989746,NaN,NaN,0.767380,0.000000,0.767357
1842.010132,1393.112793,0.767361,0.767361,1393.112793,NaN,NaN,0.767384,0.000000,0.767361
1842.020142,1393.066650,0.767365,0.767365,1393.066650,NaN,NaN,0.767387,0.000000,0.767365
1842.030029,1393.312744,0.767368,0.767368,1393.312744,NaN,NaN,0.767391,0.000000,0.767368
1842.040039,1393.143555,0.767376,0.767376,1393.143555,NaN,NaN,0.767395,0.000000,0.767376
1842.050049,1392.912842,0.767380,0.767380,1392.912842,NaN,NaN,0.767399,0.000000,0.767380
1842.060059,1393.620239,0.767384,0.767384,1393.620239,NaN,NaN,0.767403,0.000000,0.767384
1842.070068,1393.235840,0.767387,0.767387,1393.235840,NaN,NaN,0.767406,0.000000,0.767387
1842.080078,1393.220459,0.767391,0.767391,1393.220459,NaN,NaN,0.767410,0.000000,0.767391
1842.090088,1393.804810,0.767395,0.767395,1393.804810,NaN,NaN,0.767418,0.000000,0.767395
1842.100098,1393.604858,0.767399,0.767399,1393.604858,NaN,NaN,0.767422,0.000000,0.767399
1842.110107,1393.727905,0.767403,0.767403,1393.727905,NaN,NaN,0.767426,0.000000,0.767403
1842.120117,1393.143555,0.767406,0.767406,1393.143555,NaN,NaN,0.767429,0.000000,0.767406
1842.130127,1393.512695,0.767410,0.767410,1393.512695,NaN,NaN,0.767433,0.000000,0.767410
1842.140137,1393.481934,0.767418,0.767418,1393.481934,NaN,NaN,0.767441,0.000000,0.767418
1842.150146,1393.466553,0.767422,0.767422,1393.466553,NaN,NaN,0.767441,0.000000,0.767422
1842.160034,1393.589478,0.767426,0.767426,1393.589478,NaN,NaN,0.767448,0.000000,0.767426
1842.170044,1393.697144,0.767429,0.767429,1393.697144,NaN,NaN,0.767452,0.000000,0.767429
1842.180054,1393.405029,0.767433,0.767433,1393.405029,NaN,NaN,0.767456,0.000000,0.767433
1842.190063,1393.897095,0.767437,0.767437,1393.897095,NaN,NaN,0.767460,0.000000,0.767437
1842.200073,1393.635620,0.767441,0.767441,1393.635620,NaN,NaN,0.767464,0.000000,0.767441
1842.210083,1393.727905,0.767448,0.767448,1393.727905,NaN,NaN,0.767467,0.000000,0.767448
1842.220093,1393.328125,0.767452,0.767452,1393.328125,NaN,NaN,0.767471,0.000000,0.767452
1842.230103,1393.143555,0.767456,0.767456,1393.143555,NaN,NaN,0.767475,0.000000,0.767456
1842.240112,1393.251221,0.767460,0.767460,1393.251221,NaN,NaN,0.767479,0.000000,0.767460
1842.250122,1393.405029,0.767464,0.767464,1393.405029,NaN,NaN,0.767483,0.000000,0.767464
1842.260132,1394.097046,0.767467,0.767467,1394.097046,NaN,NaN,0.767487,0.000000,0.767467
1842.270142,1393.343506,0.767471,0.767471,1393.343506,NaN,NaN,0.767490,0.000000,0.767471
1842.280029,1393.205078,0.767475,0.767475,1393.205078,NaN,NaN,0.767494,0.000000,0.767475
1842.290039,1393.589478,0.767479,0.767479,1393.589478,NaN,NaN,0.767498,0.000000,0.767479
1842.300049,1393.328125,0.767483,0.767483,1393.328125,NaN,NaN,0.767502,0.000000,0.767483
1842.310059,1393.189697,0.767487,0.767487,1393.189697,NaN,NaN,0.767509,0.000000,0.767487
1842.320068,1393.343506,0.767490,0.767490,1393.343506,NaN,NaN,0.767509,0.000000,0.767490
1842.330078,1393.174316,0.767494,0.767494,1393.174316,NaN,NaN,0.767517,0.000000,0.767494
1842.340088,1393.466553,0.767498,0.767498,1393.466553,NaN,NaN,0.767521,0.000000,0.767498
1842.350098,1393.543457,0.767502,0.767502,1393.543457,NaN,NaN,0.767525,0.000000,0.767502
1842.360107,1393.651001,0.767506,0.767506,1393.651001,NaN,NaN,0.767529,0.000000,0.767506
1842.370117,1393.789429,0.767509,0.767509,1393.789429,NaN,NaN,0.767532,0.000000,0.767509
1842.380127,1393.174316,0.767517,0.767517,1393.174316,NaN,NaN,0.767536,0.000000,0.767517
1842.390137,1392.866821,0.767517,0.767517,1392.866821,NaN,NaN,0.767544,0.000000,0.767517
1842.400146,1393.466553,0.767525,0.767525,1393.466553,NaN,NaN,0.767548,0.000000,0.767525
1842.410034,1393.235840,0.767529,0.767529,1393.235840,NaN,NaN,0.767551,0.000000,0.767529
1842.420044,1393.497314,0.767532,0.767532,1393.497314,NaN,NaN,0.767555,0.000000,0.767532
1842.430054,1394.127808,0.767536,0.767536,1394.127808,NaN,NaN,0.767559,0.000000,0.767536
1842.440063,1393.497314,0.767544,0.767544,1393.497314,NaN,NaN,0.767563,0.000000,0.767544
1842.450073,1393.420410,0.767548,0.767548,1393.420410,NaN,NaN,0.767567,0.000000,0.767548
1842.460083,1393.558716,0.767551,0.767551,1393.558716,NaN,NaN,0.767570,0.000000,0.767551
1842.470093,1393.451172,0.767555,0.767555,1393.451172,NaN,NaN,0.767574,0.000000,0.767555
1842.480103,1393.358887,0.767559,0.767559,1393.358887,NaN,NaN,0.767582,0.000000,0.767559
1842.490112,1393.358887,0.767563,0.767563,1393.358887,NaN,NaN,0.767582,0.000000,0.767563
1842.500122,1393.266602,0.767567,0.767567,1393.266602,NaN,NaN,0.767590,0.000000,0.767567
1842.510132,1393.620239,0.767570,0.767570,1393.620239,NaN,NaN,0.767593,0.000000,0.767570
1842.520142,1394.097046,0.767574,0.767574,1394.097046,NaN,NaN,0.767597,0.000000,0.767574
1842.530029,1393.927856,0.767578,0.767578,1393.927856,NaN,NaN,0.767601,0.000000,0.767578
1842.540039,1393.743286,0.767582,0.767582,1393.743286,NaN,NaN,0.767605,0.000000,0.767582
1842.550049,1393.189697,0.767590,0.767590,1393.189697,NaN,NaN,0.767609,0.000000,0.767590
1842.560059,1393.312744,0.767593,0.767593,1393.312744,NaN,NaN,0.767612,0.000000,0.767593
1842.570068,1393.235840,0.767597,0.767597,1393.235840,NaN,NaN,0.767616,0.000000,0.767597
1842.580078,1393.205078,0.767601,0.767601,1393.205078,NaN,NaN,0.767620,0.000000,0.767601
1842.590088,1393.558716,0.767605,0.767605,1393.558716,NaN,NaN,0.767624,0.000000,0.767605
1842.600098,1394.050903,0.767609,0.767609,1394.050903,NaN,NaN,0.767628,0.000000,0.767609
1842.610107,1394.050903,0.767612,0.767612,1394.050903,NaN,NaN,0.767632,0.000000,0.767612
1842.620117,1393.343506,0.767616,0.767616,1393.343506,NaN,NaN,0.767635,0.000000,0.767616
1842.630127,1393.543457,0.767620,0.767620,1393.543457,NaN,NaN,0.767639,0.000000,0.767620
1842.640137,1394.173950,0.767624,0.767624,1394.173950,NaN,NaN,0.767643,0.000000,0.767624
1842.650146,1392.958984,0.767628,0.767628,1392.958984,NaN,NaN,0.767651,0.000000,0.767628
1842.660034,1393.774048,0.767632,0.767632,1393.774048,NaN,NaN,0.767651,0.000000,0.767632
1842.670044,1393.328125,0.767635,0.767635,1393.328125,NaN,NaN,0.767658,0.000000,0.767635
1842.680054,1394.189331,0.767639,0.767639,1394.189331,NaN,NaN,0.767666,0.000000,0.767639
1842.690063,1394.419922,0.767643,0.767643,1394.419922,NaN,NaN,0.767670,0.000000,0.767643
1842.700073,1394.173950,0.767647,0.767647,1394.173950,NaN,NaN,0.767673,0.000000,0.767647
1842.710083,1393.897095,0.767651,0.767651,1393.897095,NaN,NaN,0.767677,0.000000,0.767651
1842.720093,1393.881714,0.767658,0.767658,1393.881714,NaN,NaN,0.767681,0.000000,0.767658
1842.730103,1394.097046,0.767666,0.767666,1394.097046,NaN,NaN,0.767685,0.000000,0.767666
1842.740112,1393.958618,0.767670,0.767670,1393.958618,NaN,NaN,0.767689,0.000000,0.767670
1842.750122,1394.066284,0.767673,0.767673,1394.066284,NaN,NaN,0.767693,0.000000,0.767673
1842.760132,1393.973999,0.767677,0.767677,1393.973999,NaN,NaN,0.767696,0.000000,0.767677
1842.770142,1394.358398,0.767681,0.767681,1394.358398,NaN,NaN,0.767700,0.000000,0.767681
1842.780029,1394.450684,0.767685,0.767685,1394.450684,NaN,NaN,0.767704,0.000000,0.767685
1842.790039,1394.127808,0.767689,0.767689,1394.127808,NaN,NaN,0.767708,0.000000,0.767689
1842.800049,1394.127808,0.767693,0.767693,1394.127808,NaN,NaN,0.767712,0.000000,0.767693
1842.810059,1394.527588,0.767696,0.767696,1394.527588,NaN,NaN,0.767715,0.000000,0.767696
1842.820068,1393.697144,0.767700,0.767700,1393.697144,NaN,NaN,0.767723,0.000000,0.767700
1842.830078,1393.035889,0.767704,0.767704,1393.035889,NaN,NaN,0.767723,0.000000,0.767704
1842.840088,1393.604858,0.767708,0.767708,1393.604858,NaN,NaN,0.767731,0.000000,0.767708
1842.850098,1394.204712,0.767712,0.767712,1394.204712,NaN,NaN,0.767735,0.000000,0.767712
1842.860107,1394.758301,0.767715,0.767715,1394.758301,NaN,NaN,0.767738,0.000000,0.767715
1842.870117,1394.496826,0.767719,0.767719,1394.496826,NaN,NaN,0.767742,0.000000,0.767719
1842.880127,1393.697144,0.767723,0.767723,1393.697144,NaN,NaN,0.767746,0.000000,0.767723
1842.890137,1393.897095,0.767731,0.767731,1393.897095,NaN,NaN,0.767750,0.000000,0.767731
1842.900146,1393.820190,0.767731,0.767731,1393.820190,NaN,NaN,0.767754,0.000000,0.767731
1842.910034,1394.189331,0.767738,0.767738,1394.189331,NaN,NaN,0.767757,0.000000,0.767738
1842.920044,1394.004761,0.767742,0.767742,1394.004761,NaN,NaN,0.767761,0.000000,0.767742
