Time (sec),S:Load (lbs),S:Position (in),Ch:Position (in),Ch:Load (lbs),Ch:Stress (PSI),Ch:Strain (in),Set Point (),Cycles (),Ch:Strain_Orig ()
1940.160034,1365.893677,0.808262,0.808262,1365.893677,NaN,NaN,0.808281,0.000000,0.808262
1940.170044,1365.662964,0.808266,0.808266,1365.662964,NaN,NaN,0.808285,0.000000,0.808266
1940.180054,1365.678345,0.808270,0.808270,1365.678345,NaN,NaN,0.808289,0.000000,0.808270
1940.190063,1365.678345,0.808273,0.808273,1365.678345,NaN,NaN,0.808292,0.000000,0.808273
1940.200073,1364.678833,0.808277,0.808277,1364.678833,NaN,NaN,0.808296,0.000000,0.808277
1940.210083,1365.017090,0.808281,0.808281,1365.017090,NaN,NaN,0.808304,0.000000,0.808281
1940.220093,1365.524536,0.808285,0.808285,1365.524536,NaN,NaN,0.808304,0.000000,0.808285
1940.230103,1365.416992,0.808289,0.808289,1365.416992,NaN,NaN,0.808311,0.000000,0.808289
1940.240112,1365.662964,0.808292,0.808292,1365.662964,NaN,NaN,0.808315,0.000000,0.808292
1940.250122,1366.201172,0.808296,0.808296,1366.201172,NaN,NaN,0.808319,0.000000,0.808296
1940.260132,1366.001343,0.808300,0.808300,1366.001343,NaN,NaN,0.808323,0.000000,0.808300
1940.270142,1366.016724,0.808304,0.808304,1366.016724,NaN,NaN,0.808327,0.000000,0.808304
1940.280151,1365.970581,0.808311,0.808311,1365.970581,NaN,NaN,0.808331,0.000000,0.808311
1940.290039,1365.970581,0.808311,0.808311,1365.970581,NaN,NaN,0.808334,0.000000,0.808311
1940.300049,1365.770630,0.808319,0.808319,1365.770630,NaN,NaN,0.808338,0.000000,0.808319
1940.310059,1366.078247,0.808323,0.808323,1366.078247,NaN,NaN,0.808342,0.000000,0.808323
1940.320068,1365.755249,0.808327,0.808327,1365.755249,NaN,NaN,0.808346,0.000000,0.808327
1940.330078,1365.939819,0.808331,0.808331,1365.939819,NaN,NaN,0.808350,0.000000,0.808331
1940.340088,1366.293457,0.808334,0.808334,1366.293457,NaN,NaN,0.808357,0.000000,0.808334
1940.350098,1366.354980,0.808338,0.808338,1366.354980,NaN,NaN,0.808361,0.000000,0.808338
1940.360107,1366.185791,0.808342,0.808342,1366.185791,NaN,NaN,0.808365,0.000000,0.808342
1940.370117,1366.139771,0.808346,0.808346,1366.139771,NaN,NaN,0.808369,0.000000,0.808346
1940.380127,1365.939819,0.808350,0.808350,1365.939819,NaN,NaN,0.808376,0.000000,0.808350
1940.390137,1365.724487,0.808357,0.808357,1365.724487,NaN,NaN,0.808376,0.000000,0.808357
1940.400146,1365.063232,0.808361,0.808361,1365.063232,NaN,NaN,0.808384,0.000000,0.808361
1940.410034,1365.955200,0.808365,0.808365,1365.955200,NaN,NaN,0.808388,0.000000,0.808365
1940.420044,1366.201172,0.808369,0.808369,1366.201172,NaN,NaN,0.808392,0.000000,0.808369
1940.430054,1366.385742,0.808372,0.808372,1366.385742,NaN,NaN,0.808395,0.000000,0.808372
1940.440063,1366.739502,0.808376,0.808376,1366.739502,NaN,NaN,0.808399,0.000000,0.808376
1940.450073,1366.308838,0.808384,0.808384,1366.308838,NaN,NaN,0.808403,0.000000,0.808384
1940.460083,1366.478027,0.808388,0.808388,1366.478027,NaN,NaN,0.808407,0.000000,0.808388
1940.470093,1365.893677,0.808392,0.808392,1365.893677,NaN,NaN,0.808411,0.000000,0.808392
1940.480103,1365.893677,0.808395,0.808395,1365.893677,NaN,NaN,0.808414,0.000000,0.808395
1940.490112,1366.631836,0.808399,0.808399,1366.631836,NaN,NaN,0.808418,0.000000,0.808399
1940.500122,1366.570312,0.808403,0.808403,1366.570312,NaN,NaN,0.808422,0.000000,0.808403
1940.510132,1366.724121,0.808407,0.808407,1366.724121,NaN,NaN,0.808426,0.000000,0.808407
1940.520142,1366.923950,0.808411,0.808411,1366.923950,NaN,NaN,0.808430,0.000000,0.808411
1940.530151,1366.539551,0.808414,0.808414,1366.539551,NaN,NaN,0.808434,0.000000,0.808414
1940.540039,1366.539551,0.808418,0.808418,1366.539551,NaN,NaN,0.808437,0.000000,0.808418
1940.550049,1366.308838,0.808422,0.808422,1366.308838,NaN,NaN,0.808445,0.000000,0.808422
1940.560059,1365.970581,0.808426,0.808426,1365.970581,NaN,NaN,0.808445,0.000000,0.808426
1940.570068,1366.124390,0.808430,0.808430,1366.124390,NaN,NaN,0.808453,0.000000,0.808430
1940.580078,1366.493408,0.808434,0.808434,1366.493408,NaN,NaN,0.808456,0.000000,0.808434
1940.590088,1366.801025,0.808437,0.808437,1366.801025,NaN,NaN,0.808460,0.000000,0.808437
1940.600098,1366.770264,0.808441,0.808441,1366.770264,NaN,NaN,0.808464,0.000000,0.808441
1940.610107,1366.923950,0.808445,0.808445,1366.923950,NaN,NaN,0.808468,0.000000,0.808445
1940.620117,1365.878296,0.808453,0.808453,1365.878296,NaN,NaN,0.808472,0.000000,0.808453
1940.630127,1366.354980,0.808453,0.808453,1366.354980,NaN,NaN,0.808479,0.000000,0.808453
1940.640137,1366.339600,0.808460,0.808460,1366.339600,NaN,NaN,0.808483,0.000000,0.808460
1940.650146,1366.324219,0.808464,0.808464,1366.324219,NaN,NaN,0.808487,0.000000,0.808464
1940.660034,1366.585693,0.808468,0.808468,1366.585693,NaN,NaN,0.808491,0.000000,0.808468
1940.670044,1366.585693,0.808472,0.808472,1366.585693,NaN,NaN,0.808495,0.000000,0.808472
1940.680054,1366.616455,0.808479,0.808479,1366.616455,NaN,NaN,0.808498,0.000000,0.808479
1940.690063,1367.000854,0.808483,0.808483,1367.000854,NaN,NaN,0.808502,0.000000,0.808483
1940.700073,1366.908569,0.808487,0.808487,1366.908569,NaN,NaN,0.808506,0.000000,0.808487
1940.710083,1367.185425,0.808491,0.808491,1367.185425,NaN,NaN,0.808510,0.000000,0.808491
1940.720093,1366.585693,0.808495,0.808495,1366.585693,NaN,NaN,0.808517,0.000000,0.808495
1940.730103,1366.847046,0.808498,0.808498,1366.847046,NaN,NaN,0.808517,0.000000,0.808498
1940.740112,1366.539551,0.808502,0.808502,1366.539551,NaN,NaN,0.808525,0.000000,0.808502
1940.750122,1366.954712,0.808506,0.808506,1366.954712,NaN,NaN,0.808529,0.000000,0.808506
1940.760132,1366.785645,0.808510,0.808510,1366.785645,NaN,NaN,0.808533,0.000000,0.808510
1940.770142,1366.939331,0.808514,0.808514,1366.939331,NaN,NaN,0.808537,0.000000,0.808514
1940.780151,1366.647217,0.808517,0.808517,1366.647217,NaN,NaN,0.808540,0.000000,0.808517
1940.790039,1367.462280,0.808525,0.808525,1367.462280,NaN,NaN,0.808544,0.000000,0.808525
1940.800049,1367.216187,0.808525,0.808525,1367.216187,NaN,NaN,0.808548,0.000000,0.808525
1940.810059,1366.770264,0.808533,0.808533,1366.770264,NaN,NaN,0.808552,0.000000,0.808533
1940.820068,1366.739502,0.808537,0.808537,1366.739502,NaN,NaN,0.808556,0.000000,0.808537
1940.830078,1366.970093,0.808540,0.808540,1366.970093,NaN,NaN,0.808559,0.000000,0.808540
1940.840088,1366.831787,0.808544,0.808544,1366.831787,NaN,NaN,0.808563,0.000000,0.808544
1940.850098,1366.662598,0.808548,0.808548,1366.662598,NaN,NaN,0.808567,0.000000,0.808548
1940.860107,1367.200806,0.808552,0.808552,1367.200806,NaN,NaN,0.808571,0.000000,0.808552
1940.870117,1367.062378,0.808556,0.808556,1367.062378,NaN,NaN,0.808575,0.000000,0.808556
1940.880127,1367.108521,0.808559,0.808559,1367.108521,NaN,NaN,0.808578,0.000000,0.808559
1940.890137,1367.154663,0.808563,0.808563,1367.154663,NaN,NaN,0.808586,0.000000,0.808563
1940.900146,1366.647217,0.808567,0.808567,1366.647217,NaN,NaN,0.808586,0.000000,0.808567
1940.910034,1366.985474,0.808571,0.808571,1366.985474,NaN,NaN,0.808594,0.000000,0.808571
1940.920044,1367.077759,0.808575,0.808575,1367.077759,NaN,NaN,0.808601,0.000000,0.808575
1940.930054,1366.293457,0.808578,0.808578,1366.293457,NaN,NaN,0.808605,0.000000,0.808578
1940.940063,1366.862427,0.808582,0.808582,1366.862427,NaN,NaN,0.808609,0.000000,0.808582
1940.950073,1367.200806,0.808586,0.808586,1367.200806,NaN,NaN,0.808613,0.000000,0.808586
1940.960083,1367.477661,0.808594,0.808594,1367.477661,NaN,NaN,0.808617,0.000000,0.808594
1940.970093,1367.462280,0.808594,0.808594,1367.462280,NaN,NaN,0.808620,0.000000,0.808594
1940.980103,1366.985474,0.808605,0.808605,1366.985474,NaN,NaN,0.808624,0.000000,0.808605
1940.990112,1366.801025,0.808609,0.808609,1366.801025,NaN,NaN,0.808628,0.000000,0.808609
1941.000122,1366.785645,0.808613,0.808613,1366.785645,NaN,NaN,0.808632,0.000000,0.808613
1941.010132,1366.877808,0.808617,0.808617,1366.877808,NaN,NaN,0.808636,0.000000,0.808617
1941.020142,1367.293091,0.808620,0.808620,1367.293091,NaN,NaN,0.808640,0.000000,0.808620
1941.030151,1367.677490,0.808624,0.808624,1367.677490,NaN,NaN,0.808643,0.000000,0.808624
1941.040039,1367.369995,0.808628,0.808628,1367.369995,NaN,NaN,0.808647,0.000000,0.808628
1941.050049,1367.123901,0.808632,0.808632,1367.123901,NaN,NaN,0.808651,0.000000,0.808632
1941.060059,1367.200806,0.808636,0.808636,1367.200806,NaN,NaN,0.808659,0.000000,0.808636
1941.070068,1367.108521,0.808640,0.808640,1367.108521,NaN,NaN,0.808659,0.000000,0.808640
1941.080078,1367.139282,0.808643,0.808643,1367.139282,NaN,NaN,0.808666,0.000000,0.808643
1941.090088,1367.585205,0.808647,0.808647,1367.585205,NaN,NaN,0.808670,0.000000,0.808647
1941.100098,1367.462280,0.808651,0.808651,1367.462280,NaN,NaN,0.808674,0.000000,0.808651
1941.110107,1367.477661,0.808655,0.808655,1367.477661,NaN,NaN,0.808678,0.000000,0.808655
1941.120117,1367.692871,0.808659,0.808659,1367.692871,NaN,NaN,0.808681,0.000000,0.808659
1941.130127,1367.369995,0.808666,0.808666,1367.369995,NaN,NaN,0.808685,0.000000,0.808666
1941.140137,1368.292603,0.808666,0.808666,1368.292603,NaN,NaN,0.808689,0.000000,0.808666
1941.150146,1367.846680,0.808674,0.808674,1367.846680,NaN,NaN,0.808693,0.000000,0.808674
1941.160034,1367.723633,0.808678,0.808678,1367.723633,NaN,NaN,0.808697,0.000000,0.808678
1941.170044,1367.646729,0.808681,0.808681,1367.646729,NaN,NaN,0.808701,0.000000,0.808681
1941.180054,1367.677490,0.808685,0.808685,1367.677490,NaN,NaN,0.808704,0.000000,0.808685
1941.190063,1367.938965,0.808689,0.808689,1367.938965,NaN,NaN,0.808708,0.000000,0.808689
1941.200073,1367.662109,0.808693,0.808693,1367.662109,NaN,NaN,0.808712,0.000000,0.808693
1941.210083,1367.554443,0.808697,0.808697,1367.554443,NaN,NaN,0.808716,0.000000,0.808697
1941.220093,1367.785156,0.808701,0.808701,1367.785156,NaN,NaN,0.808723,0.000000,0.808701
1941.230103,1368.323364,0.808704,0.808704,1368.323364,NaN,NaN,0.808727,0.000000,0.808704
1941.240112,1368.261841,0.808708,0.808708,1368.261841,NaN,NaN,0.808731,0.000000,0.808708
1941.250122,1367.938965,0.808712,0.808712,1367.938965,NaN,NaN,0.808739,0.000000,0.808712
1941.260132,1368.338745,0.808716,0.808716,1368.338745,NaN,NaN,0.808743,0.000000,0.808716
1941.270142,1367.846680,0.808723,0.808723,1367.846680,NaN,NaN,0.808746,0.000000,0.808723
1941.280151,1367.908203,0.808727,0.808727,1367.908203,NaN,NaN,0.808750,0.000000,0.808727
1941.290039,1368.000488,0.808731,0.808731,1368.000488,NaN,NaN,0.808754,0.000000,0.808731
1941.300049,1368.246460,0.808739,0.808739,1368.246460,NaN,NaN,0.808758,0.000000,0.808739
1941.310059,1367.862061,0.808739,0.808739,1367.862061,NaN,NaN,0.808762,0.000000,0.808739
1941.320068,1368.215698,0.808746,0.808746,1368.215698,NaN,NaN,0.808765,0.000000,0.808746
1941.330078,1367.954346,0.808750,0.808750,1367.954346,NaN,NaN,0.808769,0.000000,0.808750
1941.340088,1368.138916,0.808754,0.808754,1368.138916,NaN,NaN,0.808773,0.000000,0.808754
1941.350098,1367.677490,0.808758,0.808758,1367.677490,NaN,NaN,0.808777,0.000000,0.808758
1941.360107,1368.246460,0.808762,0.808762,1368.246460,NaN,NaN,0.808781,0.000000,0.808762
1941.370117,1368.307983,0.808765,0.808765,1368.307983,NaN,NaN,0.808784,0.000000,0.808765
1941.380127,1368.108154,0.808769,0.808769,1368.108154,NaN,NaN,0.808788,0.000000,0.808769
1941.390137,1369.000000,0.808773,0.808773,1369.000000,NaN,NaN,0.808792,0.000000,0.808773
1941.400146,1368.154297,0.808777,0.808777,1368.154297,NaN,NaN,0.808796,0.000000,0.808777
1941.410034,1368.354126,0.808781,0.808781,1368.354126,NaN,NaN,0.808800,0.000000,0.808781
1941.420044,1368.077393,0.808784,0.808784,1368.077393,NaN,NaN,0.808807,0.000000,0.808784
1941.430054,1368.215698,0.808788,0.808788,1368.215698,NaN,NaN,0.808811,0.000000,0.808788
1941.440063,1368.677124,0.808792,0.808792,1368.677124,NaN,NaN,0.808815,0.000000,0.808792
1941.450073,1368.507935,0.808796,0.808796,1368.507935,NaN,NaN,0.808819,0.000000,0.808796
1941.460083,1368.184937,0.808800,0.808800,1368.184937,NaN,NaN,0.808823,0.000000,0.808800
1941.470093,1368.569458,0.808804,0.808804,1368.569458,NaN,NaN,0.808826,0.000000,0.808804
1941.480103,1368.477173,0.808807,0.808807,1368.477173,NaN,NaN,0.808830,0.000000,0.808807
1941.490112,1368.400269,0.808815,0.808815,1368.400269,NaN,NaN,0.808834,0.000000,0.808815
1941.500122,1368.661743,0.808819,0.808819,1368.661743,NaN,NaN,0.808838,0.000000,0.808819
1941.510132,1369.153809,0.808823,0.808823,1369.153809,NaN,NaN,0.808846,0.000000,0.808823
1941.520142,1368.800171,0.808826,0.808826,1368.800171,NaN,NaN,0.808849,0.000000,0.808826
1941.530151,1368.277222,0.808830,0.808830,1368.277222,NaN,NaN,0.808853,0.000000,0.808830
1941.540039,1368.138916,0.808834,0.808834,1368.138916,NaN,NaN,0.808857,0.000000,0.808834
1941.550049,1368.477173,0.808838,0.808838,1368.477173,NaN,NaN,0.808861,0.000000,0.808838
1941.560059,1368.477173,0.808846,0.808846,1368.477173,NaN,NaN,0.808865,0.000000,0.808846
1941.570068,1368.723267,0.808849,0.808849,1368.723267,NaN,NaN,0.808868,0.000000,0.808849
1941.580078,1368.354126,0.808853,0.808853,1368.354126,NaN,NaN,0.808872,0.000000,0.808853
1941.590088,1368.846191,0.808857,0.808857,1368.846191,NaN,NaN,0.808880,0.000000,0.808857
1941.600098,1368.569458,0.808861,0.808861,1368.569458,NaN,NaN,0.808884,0.000000,0.808861
1941.610107,1368.554077,0.808865,0.808865,1368.554077,NaN,NaN,0.808887,0.000000,0.808865
1941.620117,1368.231079,0.808868,0.808868,1368.231079,NaN,NaN,0.808891,0.000000,0.808868
1941.630127,1367.892822,0.808872,0.808872,1367.892822,NaN,NaN,0.808895,0.000000,0.808872
1941.640137,1368.431030,0.808880,0.808880,1368.431030,NaN,NaN,0.808899,0.000000,0.808880
1941.650146,1368.800171,0.808880,0.808880,1368.800171,NaN,NaN,0.808903,0.000000,0.808880
1941.660034,1369.369141,0.808887,0.808887,1369.369141,NaN,NaN,0.808907,0.000000,0.808887
1941.670044,1369.338379,0.808891,0.808891,1369.338379,NaN,NaN,0.808910,0.000000,0.808891
1941.680054,1369.199951,0.808895,0.808895,1369.199951,NaN,NaN,0.808914,0.000000,0.808895
1941.690063,1369.184570,0.808899,0.808899,1369.184570,NaN,NaN,0.808918,0.000000,0.808899
1941.700073,1368.569458,0.808903,0.808903,1368.569458,NaN,NaN,0.808922,0.000000,0.808903
1941.710083,1368.738647,0.808907,0.808907,1368.738647,NaN,NaN,0.808926,0.000000,0.808907
1941.720093,1368.138916,0.808910,0.808910,1368.138916,NaN,NaN,0.808929,0.000000,0.808910
1941.730103,1368.800171,0.808914,0.808914,1368.800171,NaN,NaN,0.808933,0.000000,0.808914
1941.740112,1368.938477,0.808918,0.808918,1368.938477,NaN,NaN,0.808937,0.000000,0.808918
1941.750122,1368.784790,0.808922,0.808922,1368.784790,NaN,NaN,0.808941,0.000000,0.808922
1941.760132,1369.123047,0.808926,0.808926,1369.123047,NaN,NaN,0.808949,0.000000,0.808926
1941.770142,1368.754028,0.808929,0.808929,1368.754028,NaN,NaN,0.808952,0.000000,0.808929
1941.780151,1368.969238,0.808933,0.808933,1368.969238,NaN,NaN,0.808956,0.000000,0.808933
1941.790039,1369.246094,0.808937,0.808937,1369.246094,NaN,NaN,0.808960,0.000000,0.808937
1941.800049,1369.061523,0.808941,0.808941,1369.061523,NaN,NaN,0.808964,0.000000,0.808941
1941.810059,1369.000000,0.808945,0.808945,1369.000000,NaN,NaN,0.808971,0.000000,0.808945
1941.820068,1369.061523,0.808949,0.808949,1369.061523,NaN,NaN,0.808975,0.000000,0.808949
1941.830078,1369.107666,0.808956,0.808956,1369.107666,NaN,NaN,0.808979,0.000000,0.808956
1941.840088,1369.153809,0.808960,0.808960,1369.153809,NaN,NaN,0.808983,0.000000,0.808960
1941.850098,1369.384521,0.808964,0.808964,1369.384521,NaN,NaN,0.808987,0.000000,0.808964
1941.860107,1369.107666,0.808971,0.808971,1369.107666,NaN,NaN,0.808990,0.000000,0.808971
1941.870117,1368.738647,0.808975,0.808975,1368.738647,NaN,NaN,0.808994,0.000000,0.808975
1941.880127,1368.892334,0.808979,0.808979,1368.892334,NaN,NaN,0.808998,0.000000,0.808979
1941.890137,1369.184570,0.808983,0.808983,1369.184570,NaN,NaN,0.809002,0.000000,0.808983
1941.900146,1368.953857,0.808987,0.808987,1368.953857,NaN,NaN,0.809006,0.000000,0.808987
1941.910034,1369.322998,0.808990,0.808990,1369.322998,NaN,NaN,0.809010,0.000000,0.808990
1941.920044,1369.138428,0.808994,0.808994,1369.138428,NaN,NaN,0.809013,0.000000,0.808994
1941.930054,1369.446045,0.808998,0.808998,1369.446045,NaN,NaN,0.809021,0.000000,0.808998
1941.940063,1369.553589,0.809002,0.809002,1369.553589,NaN,NaN,0.809025,0.000000,0.809002
1941.950073,1368.784790,0.809006,0.809006,1368.784790,NaN,NaN,0.809029,0.000000,0.809006
1941.960083,1368.907715,0.809010,0.809010,1368.907715,NaN,NaN,0.809032,0.000000,0.809010
1941.970093,1369.199951,0.809013,0.809013,1369.199951,NaN,NaN,0.809036,0.000000,0.809013
1941.980103,1369.092285,0.809017,0.809017,1369.092285,NaN,NaN,0.809040,0.000000,0.809017
1941.990112,1369.123047,0.809021,0.809021,1369.123047,NaN,NaN,0.809044,0.000000,0.809021
1942.000122,1369.384521,0.809029,0.809029,1369.384521,NaN,NaN,0.809048,0.000000,0.809029
1942.010132,1369.938110,0.809032,0.809032,1369.938110,NaN,NaN,0.809052,0.000000,0.809032
1942.020142,1369.784302,0.809036,0.809036,1369.784302,NaN,NaN,0.809055,0.000000,0.809036
1942.030151,1369.538208,0.809040,0.809040,1369.538208,NaN,NaN,0.809059,0.000000,0.809040
1942.040039,1369.446045,0.809044,0.809044,1369.446045,NaN,NaN,0.809063,0.000000,0.809044
1942.050049,1368.969238,0.809048,0.809048,1368.969238,NaN,NaN,0.809067,0.000000,0.809048
1942.060059,1369.661255,0.809052,0.809052,1369.661255,NaN,NaN,0.809071,0.000000,0.809052
1942.070068,1369.768921,0.809055,0.809055,1369.768921,NaN,NaN,0.809074,0.000000,0.809055
1942.080078,1369.753540,0.809059,0.809059,1369.753540,NaN,NaN,0.809078,0.000000,0.809059
1942.090088,1370.199463,0.809063,0.809063,1370.199463,NaN,NaN,0.809082,0.000000,0.809063
1942.100098,1369.430664,0.809067,0.809067,1369.430664,NaN,NaN,0.809093,0.000000,0.809067
1942.110107,1369.722778,0.809071,0.809071,1369.722778,NaN,NaN,0.809097,0.000000,0.809071
1942.120117,1370.230225,0.809074,0.809074,1370.230225,NaN,NaN,0.809101,0.000000,0.809074
1942.130127,1369.799683,0.809078,0.809078,1369.799683,NaN,NaN,0.809105,0.000000,0.809078
1942.140137,1369.522827,0.809082,0.809082,1369.522827,NaN,NaN,0.809109,0.000000,0.809082
1942.150146,1369.891968,0.809086,0.809086,1369.891968,NaN,NaN,0.809113,0.000000,0.809086
1942.160034,1369.968872,0.809093,0.809093,1369.968872,NaN,NaN,0.809116,0.000000,0.809093
1942.170044,1369.645874,0.809101,0.809101,1369.645874,NaN,NaN,0.809120,0.000000,0.809101
1942.180054,1370.307129,0.809105,0.809105,1370.307129,NaN,NaN,0.809124,0.000000,0.809105
1942.190063,1370.230225,0.809109,0.809109,1370.230225,NaN,NaN,0.809128,0.000000,0.809109
1942.200073,1369.722778,0.809113,0.809113,1369.722778,NaN,NaN,0.809132,0.000000,0.809113
1942.210083,1370.168823,0.809116,0.809116,1370.168823,NaN,NaN,0.809135,0.000000,0.809116
1942.220093,1369.953491,0.809120,0.809120,1369.953491,NaN,NaN,0.809139,0.000000,0.809120
1942.230103,1369.307617,0.809124,0.809124,1369.307617,NaN,NaN,0.809143,0.000000,0.809124
1942.240112,1369.707397,0.809128,0.809128,1369.707397,NaN,NaN,0.809147,0.000000,0.809128
1942.250122,1369.753540,0.809132,0.809132,1369.753540,NaN,NaN,0.809151,0.000000,0.809132
1942.260132,1370.522461,0.809135,0.809135,1370.522461,NaN,NaN,0.809155,0.000000,0.809135
1942.270142,1370.676270,0.809139,0.809139,1370.676270,NaN,NaN,0.809162,0.000000,0.809139
1942.280151,1369.999634,0.809143,0.809143,1369.999634,NaN,NaN,0.809166,0.000000,0.809143
1942.290039,1370.353271,0.809147,0.809147,1370.353271,NaN,NaN,0.809170,0.000000,0.809147
1942.300049,1370.122681,0.809151,0.809151,1370.122681,NaN,NaN,0.809174,0.000000,0.809151
1942.310059,1369.707397,0.809155,0.809155,1369.707397,NaN,NaN,0.809177,0.000000,0.809155
1942.320068,1369.768921,0.809158,0.809158,1369.768921,NaN,NaN,0.809181,0.000000,0.809158
1942.330078,1370.122681,0.809162,0.809162,1370.122681,NaN,NaN,0.809185,0.000000,0.809162
1942.340088,1370.414795,0.809170,0.809170,1370.414795,NaN,NaN,0.809189,0.000000,0.809170
1942.350098,1370.491699,0.809174,0.809174,1370.491699,NaN,NaN,0.809193,0.000000,0.809174
1942.360107,1370.737793,0.809177,0.809177,1370.737793,NaN,NaN,0.809196,0.000000,0.809177
1942.370117,1370.368652,0.809181,0.809181,1370.368652,NaN,NaN,0.809200,0.000000,0.809181
1942.380127,1370.230225,0.809185,0.809185,1370.230225,NaN,NaN,0.809204,0.000000,0.809185
1942.390137,1369.984253,0.809189,0.809189,1369.984253,NaN,NaN,0.809208,0.000000,0.809189
1942.400146,1370.076538,0.809193,0.809193,1370.076538,NaN,NaN,0.809216,0.000000,0.809193
1942.410034,1369.738159,0.809196,0.809196,1369.738159,NaN,NaN,0.809219,0.000000,0.809196
1942.420044,1369.476807,0.809200,0.809200,1369.476807,NaN,NaN,0.809223,0.000000,0.809200
1942.430054,1370.015015,0.809204,0.809204,1370.015015,NaN,NaN,0.809227,0.000000,0.809204
1942.440063,1370.245605,0.809208,0.809208,1370.245605,NaN,NaN,0.809235,0.000000,0.809208
1942.450073,1370.630127,0.809216,0.809216,1370.630127,NaN,NaN,0.809238,0.000000,0.809216
1942.460083,1370.645508,0.809219,0.809219,1370.645508,NaN,NaN,0.809242,0.000000,0.809219
1942.470093,1370.460937,0.809223,0.809223,1370.460937,NaN,NaN,0.809246,0.000000,0.809223
1942.480103,1370.138062,0.809227,0.809227,1370.138062,NaN,NaN,0.809250,0.000000,0.809227
1942.490112,1370.184082,0.809231,0.809231,1370.184082,NaN,NaN,0.809254,0.000000,0.809231
1942.500122,1370.061157,0.809235,0.809235,1370.061157,NaN,NaN,0.809258,0.000000,0.809235
1942.510132,1370.460937,0.809242,0.809242,1370.460937,NaN,NaN,0.809261,0.000000,0.809242
1942.520142,1370.814697,0.809246,0.809246,1370.814697,NaN,NaN,0.809265,0.000000,0.809246
1942.530151,1371.122192,0.809250,0.809250,1371.122192,NaN,NaN,0.809269,0.000000,0.809250
1942.540039,1371.060669,0.809254,0.809254,1371.060669,NaN,NaN,0.809273,0.000000,0.809254
1942.550049,1370.583984,0.809258,0.809258,1370.583984,NaN,NaN,0.809277,0.000000,0.809258
1942.560059,1370.645508,0.809261,0.809261,1370.645508,NaN,NaN,0.809280,0.000000,0.809261
1942.570068,1370.691650,0.809265,0.809265,1370.691650,NaN,NaN,0.809284,0.000000,0.809265
1942.580078,1370.230225,0.809269,0.809269,1370.230225,NaN,NaN,0.809288,0.000000,0.809269
1942.590088,1370.430176,0.809273,0.809273,1370.430176,NaN,NaN,0.809292,0.000000,0.809273
1942.600098,1370.922241,0.809277,0.809277,1370.922241,NaN,NaN,0.809296,0.000000,0.809277
1942.610107,1370.814697,0.809280,0.809280,1370.814697,NaN,NaN,0.809303,0.000000,0.809280
1942.620117,1370.814697,0.809284,0.809284,1370.814697,NaN,NaN,0.809303,0.000000,0.809284
1942.630127,1370.722412,0.809288,0.809288,1370.722412,NaN,NaN,0.809311,0.000000,0.809288
1942.640137,1370.845459,0.809292,0.809292,1370.845459,NaN,NaN,0.809315,0.000000,0.809292
1942.650146,1370.676270,0.809296,0.809296,1370.676270,NaN,NaN,0.809319,0.000000,0.809296
1942.660034,1370.783936,0.809299,0.809299,1370.783936,NaN,NaN,0.809322,0.000000,0.809299
1942.670044,1370.476318,0.809303,0.809303,1370.476318,NaN,NaN,0.809326,0.000000,0.809303
1942.680054,1370.522461,0.809311,0.809311,1370.522461,NaN,NaN,0.809330,0.000000,0.809311
1942.690063,1370.783936,0.809315,0.809315,1370.783936,NaN,NaN,0.809338,0.000000,0.809315
1942.700073,1370.722412,0.809319,0.809319,1370.722412,NaN,NaN,0.809341,0.000000,0.809319
1942.710083,1371.029907,0.809322,0.809322,1371.029907,NaN,NaN,0.809345,0.000000,0.809322
1942.720093,1371.168335,0.809326,0.809326,1371.168335,NaN,NaN,0.809349,0.000000,0.809326
1942.730103,1370.783936,0.809330,0.809330,1370.783936,NaN,NaN,0.809353,0.000000,0.809330
1942.740112,1370.876099,0.809338,0.809338,1370.876099,NaN,NaN,0.809357,0.000000,0.809338
1942.750122,1370.199463,0.809341,0.809341,1370.199463,NaN,NaN,0.809361,0.000000,0.809341
1942.760132,1371.260620,0.809345,0.809345,1371.260620,NaN,NaN,0.809364,0.000000,0.809345
1942.770142,1371.168335,0.809349,0.809349,1371.168335,NaN,NaN,0.809368,0.000000,0.809349
1942.780151,1371.152954,0.809353,0.809353,1371.152954,NaN,NaN,0.809376,0.000000,0.809353
1942.790039,1371.568115,0.809357,0.809357,1371.568115,NaN,NaN,0.809376,0.000000,0.809357
1942.800049,1371.383667,0.809361,0.809361,1371.383667,NaN,NaN,0.809383,0.000000,0.809361
1942.810059,1371.060669,0.809364,0.809364,1371.060669,NaN,NaN,0.809387,0.000000,0.809364
1942.820068,1370.768555,0.809368,0.809368,1370.768555,NaN,NaN,0.809391,0.000000,0.809368
1942.830078,1370.953003,0.809372,0.809372,1370.953003,NaN,NaN,0.809395,0.000000,0.809372
1942.840088,1371.137573,0.809376,0.809376,1371.137573,NaN,NaN,0.809399,0.000000,0.809376
1942.850098,1370.491699,0.809383,0.809383,1370.491699,NaN,NaN,0.809402,0.000000,0.809383
1942.860107,1371.491333,0.809387,0.809387,1371.491333,NaN,NaN,0.809406,0.000000,0.809387
1942.870117,1371.798828,0.809391,0.809391,1371.798828,NaN,NaN,0.809410,0.000000,0.809391
